paper_st,honorary_nm,record_st,stair_st,feat_type,borough,roadway_typ,street_nm,feat_statu,the_geom,old_st_nm
,,,,Mapped_St,Queens,Surface_ST,Beach Front Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.79017185052959, 40.58868078835366], [-73.79041082825826, 40.5886223946204], [-73.79065232995183, 40.588570385319834], [-73.79089606224693, 40.58852482362898], [-73.79104744515878, 40.58849862896296]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Flatbush Avenue Extension,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98213180192262, 40.691227237130946], [-73.98213272657277, 40.691229116645346], [-73.98253892503499, 40.69205460997581], [-73.98288173641976, 40.692751268597156], [-73.98290750474884, 40.69280404158436], [-73.98330704440033, 40.693622319741074], [-73.98332037824626, 40.69364962432286], [-73.98392531553692, 40.69483888253433], [-73.98392736019916, 40.69484287029008], [-73.98412196613484, 40.695222240066904], [-73.98419749583553, 40.69537810218505], [-73.98452995802027, 40.696035341444635], [-73.98456517229506, 40.69612098401567], [-73.98495630547816, 40.69692394175531], [-73.98509474928436, 40.69723255637446], [-73.98527669902768, 40.69761899596658], [-73.98528250096167, 40.697631319319925], [-73.98554258219416, 40.69814196079177], [-73.98571222039891, 40.698449244875036], [-73.98572012576894, 40.698463564901836]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Selmoff Lane,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.1354653662262, 40.59376477360348], [-74.13536247970488, 40.59371035731758], [-74.13399298029321, 40.59298602033443]]]}",
,Governor Felix Watt IV Place,,,Mapped_St,Bronx,Surface_ST,Barnes Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.86070111822892, 40.88124921892433], [-73.86032835028539, 40.88195982954756]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Ellis Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.84183791307993, 40.83391004082319], [-73.84097955140008, 40.83400883351999]], [[-73.84508534839783, 40.83347489863709], [-73.84183791307993, 40.83391004082319]], [[-73.84814688918917, 40.83305984366194], [-73.84508534839783, 40.83347489863709]], [[-73.8512093968539, 40.832646959923], [-73.84814688918917, 40.83305984366194]], [[-73.85426280651541, 40.832235556550295], [-73.8512093968539, 40.832646959923]], [[-73.8562621671575, 40.83196612507729], [-73.85564761454437, 40.832048945107424], [-73.85426280651541, 40.832235556550295]]]}",
,Dominick and Theresa DiMartinis Avenue,,,Mapped_St,Staten Island,Surface_ST,Fairbanks Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13311065590293, 40.562868233654285], [-74.13310979284492, 40.562867690736546], [-74.13123769936743, 40.56168998523572]]]}",
,,,,Mapped_St,Queens,Surface_ST,Dartmouth Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.84657153659815, 40.718915981710644], [-73.845663349121, 40.71909537796629], [-73.84547640175602, 40.71906666204458]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,47 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.99453635794696, 40.638308631630366], [-73.99315282759147, 40.63747619009172]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Birch Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.10490969580103, 40.62649656673092], [-74.10405659474993, 40.62658383521083]]]}",
N,,,,Mapped_St,Queens,Surface_ST,104 Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.74613349167505, 40.71100079299525], [-73.74548436364884, 40.71107179433056]]]}",
N,,,,Mapped_St,Queens,Surface_ST,148 Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.77062762224134, 40.65864786096958], [-73.76774416212717, 40.65890257726236]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Glenwood Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89997978490709, 40.6466536932051], [-73.89996186278783, 40.64666556446019], [-73.89926539227172, 40.64710809263257]]]}",
N,,,N,Mapped_St,Queens,Surface_ST,Yellowstone Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85290378934921, 40.73431785814816], [-73.85266684095541, 40.73388709380074]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Hylan Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.08643374187695, 40.594520619723816], [-74.08658059028978, 40.594152329362906]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Arbutus Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.18031091380946, 40.526089063283436], [-74.17961081401316, 40.52504416372084], [-74.17957484688196, 40.52498770135991], [-74.17954532150267, 40.52492910392351], [-74.17952245301983, 40.52486879843145], [-74.17950640806532, 40.52480722434956], [-74.17949730354474, 40.52474483038711], [-74.17949520578584, 40.52468207122682], [-74.17949667451765, 40.52304660363281], [-74.17948810757005, 40.5229658522531], [-74.1794725948556, 40.52288570620254], [-74.17945020366398, 40.52280651300359], [-74.1794162193378, 40.52274748504389]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Stafford Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.18668084495702, 40.547065468441794], [-74.18821692803854, 40.54528815938498]]]}",
N,,,,Mapped_St,Queens,Surface_ST,71 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.88422869159612, 40.71752386717374], [-73.88409776924357, 40.717367550849026], [-73.88410160733663, 40.71705655698902], [-73.88410870722424, 40.7164814321395], [-73.88411127287118, 40.71627326360703], [-73.88411234460553, 40.71618643741881]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Montgomery Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.84945129303851, 40.842911913154595], [-73.84932336062911, 40.84281695109252], [-73.84835341492148, 40.84209695953996]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Richmond Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.0889916060346, 40.61067232645595], [-74.0889969423507, 40.610664391428934], [-74.08946794503926, 40.6099703691308], [-74.08958811729521, 40.60984808551854]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Jackson Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9543499175603, 40.74153401893484], [-73.95439262441147, 40.7414787463911], [-73.95443067793364, 40.74142154100391], [-73.95446392757565, 40.7413626291132], [-73.95448415820506, 40.74132730931241]]]}",
N,,,,Mapped_St,Queens,Surface_ST,87 Terrace,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.71066275864922, 40.729495710173985], [-73.70937275294311, 40.729773835951754]]]}",
N,,Y,N,Not_mapped,Staten Island,Surface_ST,Hillcrest Terrace,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.08219782983556, 40.60475077401778], [-74.08204668681431, 40.60494159911583]]]}",
,,Y,,Not_mapped,Staten Island,Surface_ST,West Court,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.06894201462548, 40.603304999848405], [-74.06893404944176, 40.60330320808427], [-74.06847304332626, 40.60319952827985]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Hempstead Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.09281332281674, 40.57306101162576], [-74.09280971220197, 40.57305902888512], [-74.0920806229316, 40.5726586253042]]]}",
N,,,,Mapped_St,Queens,Surface_ST,57 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.75434526255334, 40.753009733565975], [-73.75347255111895, 40.75327431084196]], [[-73.75522219803264, 40.75274773321454], [-73.75434526255334, 40.753009733565975]], [[-73.75609651466607, 40.752484351872674], [-73.75522219803264, 40.75274773321454]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Grand Central Parkway,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89031413319111, 40.76637293176713], [-73.88956413118935, 40.766478191178905], [-73.88835471233371, 40.766697713103596], [-73.88770661835561, 40.766838597541465], [-73.88770446656069, 40.7668391402494]]]}",
,,Y,,Not_mapped,Staten Island,Surface_ST,Gaynor Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.22003175323023, 40.52863971910978], [-74.22004750029943, 40.52877302510569], [-74.22011579705341, 40.52935119606975], [-74.22011898513652, 40.52937818426421], [-74.22013534321002, 40.529516656314556]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Woodrow Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.18617170538629, 40.55198636890214], [-74.1875720960196, 40.5501494897114]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Aberdeen Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.77955659469654, 40.725813771483786], [-73.7805133048849, 40.72540245062405], [-73.78076834792591, 40.725292797606485]], [[-73.78076834792591, 40.725292797606485], [-73.78099007169507, 40.72519952129789], [-73.7812183582013, 40.725115280161816], [-73.78145224629637, 40.72504045955522], [-73.78169072066686, 40.72497536279252]], [[-73.78169072066686, 40.72497536279252], [-73.7820299098968, 40.724892222676395], [-73.78236343930263, 40.72479201426748], [-73.78268911414396, 40.724675102682426], [-73.78300480291819, 40.72454207200471], [-73.78330844213069, 40.72439371718647], [-73.78358796028976, 40.72423675146331], [-73.78359817250966, 40.72423101728652], [-73.78387229759682, 40.724055130885056], [-73.78412935367301, 40.72386736919534]], [[-73.78412935367301, 40.72386736919534], [-73.78434584167523, 40.72366634745708], [-73.78439951649034, 40.7236165064822], [-73.78468297703382, 40.723373934699524], [-73.78490363604385, 40.72319980359191], [-73.78497908347576, 40.72314026578134], [-73.78528707530846, 40.7229160547292]], [[-73.78528707530846, 40.7229160547292], [-73.78539492215076, 40.722852263607656], [-73.78549419010743, 40.72279354789764], [-73.7855366585031, 40.722764512554534], [-73.78569006210182, 40.722659628288724], [-73.78587309981222, 40.722515238537056], [-73.78604191491371, 40.722361465743084], [-73.78619532336126, 40.722199559481815], [-73.78629055442053, 40.72207116926558], [-73.78637011449177, 40.72193527744316], [-73.78641274794168, 40.72183856949243], [-73.78643257666879, 40.72179358877078], [-73.78643807430585, 40.72177555810732], [-73.78647696676533, 40.72164800425133], [-73.78650281680227, 40.72150054828955], [-73.78651012875005, 40.72135322994393]], [[-73.78651012875005, 40.72135322994393], [-73.78647441580682, 40.72121069277495], [-73.7864239225219, 40.72107029930993], [-73.78635905073885, 40.720933365023086], [-73.7862804699606, 40.72080114914859], [-73.78619500784303, 40.72061552185907], [-73.78613040573883, 40.72042434016964], [-73.78608746172114, 40.720229659666856], [-73.78606653802977, 40.72003361526253]]]}",
N,,Y,N,Not_mapped,Staten Island,Surface_ST,Wakefield Avenue,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.18334788422176, 40.59820270035077], [-74.18252456239868, 40.59878337050835]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Rose Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90757967189853, 40.644303954129235], [-73.90708780195214, 40.64386479809547], [-73.90707350066265, 40.64385202889242]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue U,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97323983588109, 40.59697881770343], [-73.971483509104, 40.59717158440821]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Cozine Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.87100356636458, 40.661158015373545], [-73.86938939762558, 40.661880301674685]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Saratoga Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91696206923294, 40.68184832102615], [-73.91710923510227, 40.68257672814329]]]}",
N,,,,Mapped_St,Queens,Surface_ST,200 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.79163526108069, 40.774238655177264], [-73.79119008602908, 40.773377830654766]], [[-73.79119008602908, 40.773377830654766], [-73.79075025165892, 40.77252112928922]], [[-73.79075025165892, 40.77252112928922], [-73.79045473209413, 40.77194593998936], [-73.7899751056911, 40.771012389551736]], [[-73.7899751056911, 40.771012389551736], [-73.7894488509606, 40.76998252189935], [-73.78930865055762, 40.76970814979879]], [[-73.78930865055762, 40.76970814979879], [-73.78874234869457, 40.768602263058334], [-73.78844514638604, 40.768021864694575]], [[-73.78844514638604, 40.768021864694575], [-73.78781654058953, 40.76679574641006], [-73.78776263338577, 40.766690597643404]], [[-73.78776263338577, 40.766690597643404], [-73.78752401145155, 40.76623094005708], [-73.78683855145535, 40.764910500173315], [-73.78679005317123, 40.76481707201355]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Richards Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.01322959793079, 40.67465874351767], [-74.01385383166107, 40.6741232229464]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Heffernan Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.17890027908392, 40.56300844860201], [-74.1808585731842, 40.56276846112875]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Humboldt Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94268727179401, 40.71469420734467], [-73.9426980814321, 40.71478397651736]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,West 37 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00386957847324, 40.580303998410045], [-74.00374208793954, 40.579617992466545]]]}",
,,Y,,Not_mapped,Brooklyn,Surface_ST,Beach 45 Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.01128586438608, 40.57521904711674], [-74.01127596624514, 40.57522529232476], [-74.01014470589246, 40.57593905433444]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,58 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.02383510753293, 40.6459190022202], [-74.02163421306454, 40.64456317430862]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue J,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9077846479504, 40.6362194662352], [-73.90704104215787, 40.636696403906036]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Sutter Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.88275145522914, 40.671221443304994], [-73.88356499752827, 40.67110055488117]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Autumn Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.86940643038314, 40.68047752876528], [-73.86956167999617, 40.681163282432706]]]}",
N,,,N,Mapped_St,Queens,Surface_ST,159 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.80636252589134, 40.71452705769672], [-73.8060967546258, 40.713842824107026]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Cook Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93731795439072, 40.70271370198404], [-73.93455536309501, 40.70323978516647]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Wright Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.07741291255378, 40.62528823172624], [-74.07749669975526, 40.625799607761735], [-74.07761631345296, 40.62647183025829]]]}",
N,,,,Mapped_St,Queens,Surface_ST,144 Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.82307462584122, 40.775977032600586], [-73.82306456050782, 40.77678666236322]]]}",
Y,,,N,Mapped_St,Queens,Surface_ST,Quigley Boulevard,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.74207019566867, 40.64018739573435], [-73.74248629294007, 40.63989512719744], [-73.74256874479184, 40.63983721100377]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Parkinson Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.08327976375904, 40.59741598433754], [-74.08327081548735, 40.597402439753175], [-74.08316996279962, 40.59724390368653]]]}",
,Dominick Sabatino Bridge-1937,,,Mapped_St,Brooklyn,Surface_ST,13 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.99914908238776, 40.62826312459191], [-73.99973088525438, 40.627701239155726]]]}",
N,,,,Mapped_St,Queens,Surface_ST,116 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.73753246180173, 40.69626245838615], [-73.73743526260557, 40.696232863629966], [-73.7371348190638, 40.696141385929884], [-73.73700101131801, 40.696100637135714], [-73.73664507379708, 40.69599224749831]], [[-73.73664507379708, 40.69599224749831], [-73.73629857449978, 40.695887976633095], [-73.73576165100408, 40.695726408153526]], [[-73.73576165100408, 40.695726408153526], [-73.73557487910395, 40.69567132502683], [-73.73516646842545, 40.695550875679594], [-73.73488108584621, 40.69546670920893]], [[-73.73488108584621, 40.69546670920893], [-73.7340118881597, 40.69520044699755]], [[-73.7340118881597, 40.69520044699755], [-73.73360899733937, 40.695079510476454], [-73.73356661622847, 40.69506678802534], [-73.73341572641338, 40.69502149291625], [-73.73313917814754, 40.694938474522935]], [[-73.73313917814754, 40.694938474522935], [-73.73271027836614, 40.694809227599485], [-73.73226900783996, 40.69467625817469]]]}",
N,,,,Mapped_St,Queens,Surface_ST,178 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.76445192275105, 40.6798946550115], [-73.7641996182834, 40.67927629937642], [-73.76399290725546, 40.67876967834893]], [[-73.76399290725546, 40.67876967834893], [-73.76399192221092, 40.6787672638414], [-73.76389627629024, 40.67853070331547], [-73.7637361026524, 40.67813453931955]], [[-73.7637361026524, 40.67813453931955], [-73.76372041353603, 40.67809581725437], [-73.76357803977014, 40.67774441648667]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Beach Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.11261276485388, 40.56762778688002], [-74.11461008586913, 40.56869076410252]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Alverson Loop,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.20564437265075, 40.54265988606832], [-74.20549719346039, 40.542694721787065], [-74.20482480037245, 40.54285386791833], [-74.20472516223667, 40.542877450367435]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Centre Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00211455796966, 40.715158910173436], [-74.00168306195309, 40.71574412289321]]]}",
